call_id,equip_id,cust_id,serial,call_date,call_notes,created_at,updated_at
15192,7599,401,0,01/18/2012,"Replace Water line $15.00
Labor $45.00
Scott",06/04/17,06/04/17
15193,2909,420,,01/24/2012,"Filter $50.00
In Shop",06/04/17,06/04/17
15194,12731,5498,C940812254,01/23/2012,"Service Oil Furnace $105
Filter and nozzle $15.00
Bob",06/04/17,06/04/17
15195,12732,5498,805038567,01/23/2012,Service Heat pump $95.00,06/04/17,06/04/17
15196,12773,5504,,01/25/2012,"No heat service call $115.00
burner not coming on checked thermostat started working. May have had bad connectiion $115.00
Bob",06/04/17,06/04/17
15198,12774,1134,,01/23/2012,"Filter 413  $55.00
Shop",06/04/17,06/04/17
15199,12775,5505,,01/10/2012,"Service call problem $115.00
Replaced zone valve $190.00
Additional Labor $180.00
Bob",06/04/17,06/04/17
15200,11811,5188,1009688789,01/27/2012,"Service gas furnace first year free
Scott/Zeb",06/04/17,06/04/17
15201,11812,5188,413,01/27/2012,"Filter $55.00
Scott/Zeb",06/04/17,06/04/17
15202,12753,5288,R345T1G7G,01/27/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15203,5782,2739,HN5D307F04893208,01/27/2012,"Service furnace $90.00 Replace ignitor $70.00 Reading 103.4
Bob",06/04/17,06/04/17
15204,9368,2739,,01/27/2012,"Replaced water panel $17.00
Bob",06/04/17,06/04/17
15205,5560,2638,Y46588394,12/12/2011,"No heat found inducer starting to fail.
Estimate to repair $414.00
$110.00
Scott",06/04/17,06/04/17
15206,9321,4175,9602833755,02/24/2012,"No heat $115.00
Started working before getting here sounds like dirty flame senser cleaned.  Cleared condensate line and trap
Bob",06/04/17,06/04/17
15207,9898,4395,806175800,01/26/2012,"Service gas furnace $90.00
Bob",06/04/17,06/04/17
15208,9901,4395,,01/26/2012,"Filter $55.00
Bob",06/04/17,06/04/17
15209,12733,5499,EEHM594405,01/24/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15210,2433,967,M443KTB7G,01/30/2012,"No heat Fresh air intack had leaves in it cleared leaves
$115.00
Scott",06/04/17,06/04/17
15211,2434,967,Z344K3EAW  71S18A-101,01/30/2012,"Cleaned electronic air cleaner $35.00
Bob/Scott",06/04/17,06/04/17
15212,6619,967,,01/30/2012,"Installed humidifier plastic tray $18.00
Replaced water panel $17.00
Additional labor $45.00
Scott/Bob",06/04/17,06/04/17
15213,7873,3612,EBEM036630,01/16/2012,"No heat call $115.00
Cleaned parts
Scott",06/04/17,06/04/17
15214,12776,5506,,01/25/2012,"Furnace not venting properly chimney clogged Cleared out clogged chimney $115.00 
Bob",06/04/17,06/04/17
15215,9991,1288,,01/18/2012,"Filter $55.00
In Shop",06/04/17,06/04/17
15216,12777,5507,,01/06/2012,"#35 Waterpanel $15.00
In Shop",06/04/17,06/04/17
15217,11456,1992,,01/10/2012,"#413 Filter $55.00
In Shop",06/04/17,06/04/17
15218,12673,5466,202631309,01/04/2012,"No heat call $115.00
Replaced exaust fan $237.00
Scott",06/04/17,06/04/17
15219,12130,1117,1106599129,11/30/2011,"Purchased A/C Cover Brown
$65.00",06/04/17,06/04/17
15220,3905,1954,CQ5D702 M1893 6843,01/04/2012,"No heat call  Replaced circuit board $327.75
Labor $150.00
Scott",06/04/17,06/04/17
15221,3905,1954,CQ5D702 M1893 6843,12/18/2011,"No heat call checked wiring and circuit board. Got furnace to work $150.00
Scott",06/04/17,06/04/17
15222,11756,5161,,01/23/2012,"#10 Waterpanel $13.00
Paul",06/04/17,06/04/17
15223,12675,5467,L983456927,01/11/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15224,12778,5467,,01/11/2012,"Thermostat $95.00
Installation $30.00
Bob",06/04/17,06/04/17
15225,8425,1354,,01/11/2012,"Filter $45.00
In Shop",06/04/17,06/04/17
15226,12779,5508,,01/09/2012,"No heat call $115.00
Replaced ignitor replaced $70.00
Scott",06/04/17,06/04/17
15228,12781,5510,,01/21/2012,"No heat Replaced 5AMP Fuse on circuit board $75.00
Steve",06/04/17,06/04/17
15229,12782,5511,,01/26/2012,"High limit stuck open replaced limit switch $26.00
No heat call $115.00
Bob/Scott",06/04/17,06/04/17
15230,10126,4485,810166934,01/24/2012,"Service heat pump $65.00
Bob",06/04/17,06/04/17
15231,10127,4485,810097200,01/24/2012,"Service Gas Furnace $90.00
Bob",06/04/17,06/04/17
15232,8649,2093,DR172M490600148,02/03/2012,"Service oil furnace $105.00
Replaced nozzle & filter $15.00.  Replaced terminal kit on primary control under warranty
Scott",06/04/17,06/04/17
15233,9446,2093,,02/03/2012,"Filter $50.00
Scott",06/04/17,06/04/17
15234,5107,1114,04L011101164,02/02/2012,"Service oil furnace $105.00
Replace oil filter $15.00
Bob",06/04/17,06/04/17
15235,317,123,JO65O5O87,02/01/2012,"Service furnace $90.00
Bob",06/04/17,06/04/17
15236,8014,3682,601129123,02/01/2012,"Service Heat pump $110.00
Bob",06/04/17,06/04/17
15237,12696,5481,,02/03/2012,"No heat oil furnace $70.00
New primary control $124.00
Bob",06/04/17,06/04/17
15238,6086,2264,510175-940,02/02/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15239,11572,5071,2391Y5F7G,02/01/2012,"Water under furnace also drain pipe cracked Cleaned condensate trap and lines repaired cracked pipe 2ft 3/4 PUC 2 fittings $10.00
Service call $115.00
Bob",06/04/17,06/04/17
15240,1379,566,,02/02/2012,"Replace waterpanel $17.00
Bob",06/04/17,06/04/17
15241,4018,566,CP172M030306964,02/02/2012,"Service oil furnace $105.00
Replace oil filter and nozzle $15.00
Bob",06/04/17,06/04/17
15242,6751,566,,02/02/2012,"Filter $55.00
Bob",06/04/17,06/04/17
15243,7543,615,508024661,01/30/2012,"Service gas furnace $90.00
Bob",06/04/17,06/04/17
15244,7545,615,,01/30/2012,"Filter $55.00
Bob",06/04/17,06/04/17
15245,11700,4999,,01/04/2012,"Strong odor in shop no odor this day. Checked heating system Service $115.00
Scott",06/04/17,06/04/17
15246,12784,5512,BNNPO31776,02/03/2012,"Service furnace $90.00
Bob",06/04/17,06/04/17
15247,10646,4702,,01/30/2012,"Service Oil Furnace $105.00
Replace nozzle and filter $15.00. Replace end cone $95.00
Labor $90.00
Scott",06/04/17,06/04/17
15249,10594,745,HJ5D702F250901662,02/01/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15250,10597,745,0,02/01/2012,"Filter $55.00
Bob",06/04/17,06/04/17
15251,11711,5139,K24838943,02/02/2012,"No heat. Fan motor to have failed replaced motor $133.80
Replaced control board $122.65
Service $385.00
Scott",06/04/17,06/04/17
15252,12792,4970,0,02/13/2012,"#35 Water Panel
In Shop
$15.00",06/04/17,06/04/17
15253,1565,641,Z191WFJ1V,02/01/2012,"No heat indoor motor module failed replaced $301.52
Scott/Bob",06/04/17,06/04/17
15254,1567,641,Z1654YR2f,02/01/2012,"Compressor cover sucked up to the fan and motor stalled 2hrs $205.00
Scott/Bob",06/04/17,06/04/17
15255,10614,4688,504775643,02/07/2012,"Furnace making noise blower out of balance replaced  Motor $90.00  Wheel $83.00 Mount $35.00
Service call 1 1/2 hrs $160.00
Bob",06/04/17,06/04/17
15258,12785,5513,WDLM046967,02/03/2012,"No heat service call $115.00
Found ignitor bad replaced $70.00
Cleaned burners and flame sensor very dirty
Bob",06/04/17,06/04/17
15259,12795,5519,,02/10/2012,"Install heat exchanger part under warranty
Labor $300.00
Scott/Jon",06/04/17,06/04/17
15260,9498,1156,4388A01298,02/08/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15261,10342,4592,J83-3229,02/09/2012,"Install pressure regulator for boiler system $98.68
Labor $180.00
Scott.",06/04/17,06/04/17
15262,12787,5514,M425K3070G,02/06/2012,"Service Furnace $90.00
Bob/Jon",06/04/17,06/04/17
15263,12796,5514,,02/06/2012,"Replaced waterpanel $15.00
Bob/Jon",06/04/17,06/04/17
15264,12797,5520,,11/02/2011,"Heating trouble on boiler zone  valve failed $125.00
Scott",06/04/17,06/04/17
15265,12798,944,,02/08/2012,"Installed humidifier $675.00
Scott/Jon",06/04/17,06/04/17
15267,12800,3763,,01/13/2012,"Finished installing humidifier partially installed by homeowener 6"" pc flex pipe, receptacle boxe, receptacle cover misc 2 1/2 $162.50
Scott",06/04/17,06/04/17
15268,12799,5521,,02/08/2012,"Light pilot light gas just turned on $115.00
Bob",06/04/17,06/04/17
15269,12801,5521,,02/08/2012,"light pilot light gas just turned off
Bob",06/04/17,06/04/17
15270,8953,4050,,02/15/2012,"#213 Filter
$55.00
In Shop",06/04/17,06/04/17
15271,12803,4974,,02/15/2012,4-20x25x2 air filters,06/04/17,06/04/17
15272,8215,2619,$35.00,02/15/2012,"Filter $35.00
In Shop",06/04/17,06/04/17
15273,9602,3832,DR174M440700123,02/03/2012,"No heat customer was out of oil $45.00
Scott",06/04/17,06/04/17
15275,12736,3792,1105752059,02/10/2012,Puchased A/C Cover $65.00,06/04/17,06/04/17
15276,7966,3658,5893K 58617,02/13/2012,"Replace gas valve $207.00
labor $180.00
Scott/Jon",06/04/17,06/04/17
15277,12802,5522,WOH8233428,02/14/2012,"No heat $115.00
Replaced pressure switch $32.30
Bob",06/04/17,06/04/17
15278,12075,5284,,02/11/2012,"No heat call  cleaned parts and checked wiring and hoses $150.00
Scott",06/04/17,06/04/17
15281,12794,5518,201606593,02/13/2012,"No heat $115.00
Ignitor bad replaced $70.00
Bob",06/04/17,06/04/17
15282,8631,3916,3093A13781,02/15/2012,"Service Furnace $90.00
Replaced thermocouple $15.00
Cleaned blower wheel $30.00
Bob",06/04/17,06/04/17
15283,8251,3754,602580246,02/15/2012,"Getting smell from vent in living room.  Serviced furnace $90.00 Heating system on no problems no CO
Bob",06/04/17,06/04/17
15284,5573,2645,,02/17/2012,"No heat call $115.00
Replace pump coupler $62.80
Replace pump motor mounts $45.25
Steve",06/04/17,06/04/17
15285,692,274,JO5549908,02/13/2012,"No heat call on Saturday furnace turning on and off cleaned  and checked $150.00
Scott",06/04/17,06/04/17
15287,12811,5524,9506826858,02/16/2012,"Service Furnace
Replaced Ignitor $70.00
Bob",06/04/17,06/04/17
15290,7715,3534,9103121887,02/15/2012,"No Heat $135.00
Replace rollout switch $12.00
Bob",06/04/17,06/04/17
15291,11912,5226,,02/22/2012,"10' 18/4 stat wire
$5.00
In Shop",06/04/17,06/04/17
15292,12852,5528,,02/20/2012,"Installed automatic humidifier with digital humidistat and outdoor temperature sensor
Scott/Jon",06/04/17,06/04/17
15293,587,233,0,02/21/2012,"Humidifier leaking drain clogged cleaned humidifier and drain $50.00
Replaced water panel $15.00
Bob",06/04/17,06/04/17
15294,2130,844,F11551774,02/21/2012,"No heat call $155.00
Replaced hot surface ignitor cleaned wasable air filter $75.00
Steve",06/04/17,06/04/17
15295,11785,2587,1009696854,02/21/2012,"Service furnace first year free
Bob",06/04/17,06/04/17
15296,12849,2587,0,02/21/2012,"Replace air filter $55.00
Bob",06/04/17,06/04/17
15297,6630,3093,4193JTN1G,02/06/2012,"Furnace not always heating.  Burning but going out not going into lock out. Flame sensor dirty cleaned.
Board not working Replaced board $288.00 Service call 2 1/2 hrs $250.00
Bob",06/04/17,06/04/17
15298,12698,4065,9705826316,02/07/2012,"Furnace making noise Found exhaust assembly making noise.
Scott/Bob",06/04/17,06/04/17
15299,12698,4065,9705826316,02/08/2012,"Replace exhaust assembly service 2 hrs. $205.00
Scott /Bob",06/04/17,06/04/17
15300,12698,4065,9705826316,02/17/2012,"Water leaking from furnace crack in drain pan. Chaulked Fitting $115.00
Scott/Jon",06/04/17,06/04/17
15301,6727,3147,,02/23/2012,"No Heat $115.00
Ignitor bad Replaced $70.00
Bob",06/04/17,06/04/17
15302,8836,1389,607173437,02/22/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15303,4542,1389,,02/22/2012,"Replace waterpanel $17.00
Bob",06/04/17,06/04/17
15304,3098,1389,,02/22/2012,"Replaced filter $55.00
Bob",06/04/17,06/04/17
15305,12858,5530,,02/24/2012,"Service oil furnace $105.00
Customer had filter and nozzle
Bob/Jon",06/04/17,06/04/17
15306,10256,4546,9505156014,02/24/2012,"Furnace woking intermittantly
Replaced inducter assembly $276.84
Instalation labor $90.00",06/04/17,06/04/17
15307,1224,501,J46504063,02/10/2011,"Furnace problem again cleaned furnace $60.00
Bob",06/04/17,06/04/17
15308,12859,501,,02/10/2011,"replace filter $3.00
Bob",06/04/17,06/04/17
15309,9499,4267,4396V00276,02/22/2012,"Replace primary control $210.60
Labor $135.00",06/04/17,06/04/17
15310,9612,3141,801504065,02/23/2012,"Service furnace $90.00
Bob/Jon",06/04/17,06/04/17
15311,11092,3060,951081000137,02/20/2012,"Flush tankless system $90.00
Steve",06/04/17,06/04/17
15312,1035,427,B11528260,02/03/2012,"Service gas furnace $90.00
Scott",06/04/17,06/04/17
15313,8774,3995,608164946,02/21/2012,"Purchased pressure switch $25.25
In Shop",06/04/17,06/04/17
15315,12914,5540,,02/10/2012,"No Heat Cleaned flame sensor cecked furnace
$115.00
Bob",06/04/17,06/04/17
15316,6179,2936,508159959,02/10/2012,"No heat Bad noise when fan came on $115.00
Replaced Motor $132.00
Replaced motor mount $35.00
Capictor $10.00
Bob",06/04/17,06/04/17
15317,12851,5527,P405M7R7G,02/21/2012,"No heat $111.00
Replaced gas valve and put in adapter kit $100.00
Bob",06/04/17,06/04/17
15318,10291,424,,02/14/2012,"Filter $45.00
In Shop",06/04/17,06/04/17
15319,9705,4344,,02/13/2012,"Filter $45.00
In Shop",06/04/17,06/04/17
15320,12791,5516,L013082166,02/07/2012,"Tempstar pilot and flame sensor assembly $97.63
In Shop",06/04/17,06/04/17
15321,12915,5409,,02/20/2012,"2 #10 waterpanels $26.00
In shop",06/04/17,06/04/17
15322,12916,5504,,02/22/2012,"Case of 12 $24.00
In Shop",06/04/17,06/04/17
15323,12917,5504,,02/22/2012,"Case of 12 $27.00
In Shop",06/04/17,06/04/17
15324,7761,3555,4501A58454,02/24/2012,"No heat $60.00
Ignitor failed replaced $70.00
Paul",06/04/17,06/04/17
15325,12790,5515,5898J28903,02/20/2012,"Service furnace $90.00
Bob",06/04/17,06/04/17
15326,12820,5525,A033401749,02/17/2012,"No Heat Replaced Exhaust fan assembly $196.70
Service call 1 1/2 hrs $160.00
Bob",06/04/17,06/04/17
15327,7743,3546,,02/17/2012,"Purchas 2 oil nozzles $17.00
In Shop",06/04/17,06/04/17
15328,7743,3546,,02/20/2012,"Purchased 2 elextrodes for a wayne oil burner
$17.20
In Shop",06/04/17,06/04/17
15329,4179,1452,UB3459749445,01/03/2012,"No heat $145.00
Replaced oil filter and nozzle cleaned pump  screen
Bob",06/04/17,06/04/17
15330,5069,2348,RC7257489725,02/04/2012,"No heat weekend service $150.00 Had some water in fuel  removed replaced oil filter and nozzle $15.00
Bob",06/04/17,06/04/17
15331,12918,5541,,02/06/2012,"Service gas furnace $90.00
Scott",06/04/17,06/04/17
15332,12919,5541,,02/06/2012,"In stall filter $3.00
Scott",06/04/17,06/04/17
15333,10273,4558,809499933,02/27/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15334,10274,4558,0,02/27/2012,"Filter $55.00
Bob",06/04/17,06/04/17
15335,10734,4558,,02/27/2012,"Replaced waterpanel $17.00
Bob",06/04/17,06/04/17
15336,7694,3518,,03/02/2012,"Replaced relief valve $65.00
Service 3hrs.  $295.00
Bob/Jon",06/04/17,06/04/17
15337,12920,5542,,02/28/2012,"Getting fumes from oil furnace
Cleaned heat exchanger replaced nozzle $7.50
No Co No smell
Service call $115.00
Bob",06/04/17,06/04/17
15339,8476,3843,8807061923,03/01/2012,"Amana Inducer $190.33
IN Shop",06/04/17,06/04/17
15340,12913,5538,5892M05434,03/02/2012,"No Heat $115.00
Bob",06/04/17,06/04/17
15341,3179,1467,3596A04466,11/29/2011,"No Heat call $110.00
Replaced ignitor $70.00
Scott",06/04/17,06/04/17
15342,1800,723,M3-19918218,02/10/2012,"Keep hitting reset changednozzle adjusted and cleaned electrodes $65.00
Bob",06/04/17,06/04/17
15343,12908,5534,1892A09999,03/01/2012,"No heat $115.00
Replaced ignitor $70.00
Bob",06/04/17,06/04/17
15344,12901,5533,AN172M40944269,03/01/2012,"No heat blower not coming on checked system and wires
$115.00
Bob",06/04/17,06/04/17
15345,12912,5533,0,03/01/2012,"Replaced filter $50.00
Bob",06/04/17,06/04/17
15346,1537,629,J34544596,02/29/2012,"Service furnace $90.00
Replaced ignitor $70.00
Bob",06/04/17,06/04/17
15347,12921,5544,,02/17/2012,"No heat $150.00
Replaced thermocouple $15.00
Steve",06/04/17,06/04/17
15348,12921,5544,,02/22/2012,"Service gas furnace $65.00
Steve",06/04/17,06/04/17
15349,2507,996,,03/02/2012,"Serviced oil furnace $105.00
Replaced oil filter and nozzle
Bob",06/04/17,06/04/17
15350,12922,5543,,02/22/2012,"No heat service call cleaned flame sensor reset fault codes $150.00
Steve",06/04/17,06/04/17
15351,9217,1726,,03/07/2012,"#413 In shop
$55.00",06/04/17,06/04/17
15352,9217,1726,,08/23/2011,"#413 In shop
$55.00",06/04/17,06/04/17
15353,3848,27,,03/07/2012,"16x25 honeywell fitler $45.00
In shop",06/04/17,06/04/17
15354,11792,5182,,03/10/2012,"No heat.  Cleaned thermocouple.
Scott.
No charge, since he cleans snow.",06/04/17,06/04/17
15355,6807,3185,,08/11/2011,"Filter $45.00
In Shop",06/04/17,06/04/17
15356,11651,5107,1602430659,02/09/2012,"No heat call.  Furnace kicking on and off.  Cleaned flame sensor.  Cleaned pressure switch hose $150.00
Scott",06/04/17,06/04/17
15357,11753,5159,TC7484819850,03/08/2012,"Service oil furnace $105.00
Replaced oil filter and nozzle $15.00
Bob/Jon",06/04/17,06/04/17
15358,12925,4940,505823,03/07/2012,"Gas boiler not igniting.  Ignition control bad.  Installed
$277.36  Service call 2 hrs. $205.00
Bob",06/04/17,06/04/17
15359,11608,5081,41342LP1G,03/06/2012,"No heat service call $115.00
Flame sensor dirty
Bob",06/04/17,06/04/17
15360,12929,5545,5907C11712,03/08/2012,"No heat call $115.00 Cleaned flame sensor.
Scott",06/04/17,06/04/17
15361,10851,4627,,03/06/2012,"Sercice furnace $90.00
Bob",06/04/17,06/04/17
15362,12958,5546,,03/06/2012,"Replace filter $50.00
Trip charge $25.00
Bob",06/04/17,06/04/17
15363,10543,206,,11/15/2011,"Service furnace $90.00
Bob",06/04/17,06/04/17
15364,12959,206,,11/15/2011,"Filter $55.00
Bob",06/04/17,06/04/17
15365,12960,206,,11/15/2011,"Waterpanel $17.00
Bob",06/04/17,06/04/17
15366,6298,205,4182DAL7G,11/15/2011,"Service furnace $55.00
Bob",06/04/17,06/04/17
15367,9173,299,,03/14/2012,"Filter 501
In Shop $50.00",06/04/17,06/04/17
15368,4920,2295,CP174M470200123,03/13/2012,"Service oil furnace $105.00
Replace oil nozzle $7.50
used home owners wil filter
Bob",06/04/17,06/04/17
15369,10877,2494,909760264,03/03/2012,"No Heat  Replaced inducer assembly $150.00
Parts under warranty 
Bob",06/04/17,06/04/17
15370,12961,5547,2077AO1254,03/13/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15371,3784,1040,3053MGD1F,03/07/2012,"Service heat pump $90.00
Bob",06/04/17,06/04/17
15372,5759,1040,P506ASN1V,03/07/2012,"Service heat pump with other $90.00
Bob",06/04/17,06/04/17
15373,5760,1040,,03/07/2012,"Filter $55.00
Bob",06/04/17,06/04/17
15374,5761,1040,,03/07/2012,"Filter $55.00
Bob",06/04/17,06/04/17
15375,5762,1040,0,03/07/2012,"Waterpanel $17.00
Bob",06/04/17,06/04/17
15376,11748,2359,1009688787,03/12/2012,"1st year service free
Bob",06/04/17,06/04/17
15377,11749,2359,0,03/12/2012,"Replace filter $55.00
Bob",06/04/17,06/04/17
15378,12970,4934,,02/22/2012,"No heat $115.00
Replaced pressure switch $34.08
bob",06/04/17,06/04/17
15379,3271,816,,03/12/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15380,2061,816,J49510928,03/12/2012,"Service furnace $90.00
Bob",06/04/17,06/04/17
15381,11526,816,G203020101163,03/12/2012,"Replaced Hepa Filter $255.00
bob",06/04/17,06/04/17
15382,3085,1377,9905636999,03/12/2012,"No heat call $110.00
Replaced motor $132.00 Capacitor $12.00 Motor Mount $25.00
Scott/Jon",06/04/17,06/04/17
15383,4114,2033,3212LR91G,03/12/2012,"Service gas furnace $90.00
Scott/Jon",06/04/17,06/04/17
15384,9872,4388,807549278,03/15/2012,"Service Furnace $90.00
Bob",06/04/17,06/04/17
15385,9874,4388,805730114,03/15/2012,"Service A/C $65.00
Bob",06/04/17,06/04/17
15386,9876,4388,,03/15/2012,"Filter $55.00
Bob",06/04/17,06/04/17
15387,12972,5550,,03/11/2012,"No heat filter was to dense and restrictive making high limit kick out removed and recommend less restrictive filter$90.00
Scott",06/04/17,06/04/17
15388,12969,5549,K18219827,03/20/2012,"A/C making noise 18 years old $115.00
Bob/Jon",06/04/17,06/04/17
15389,1820,731,L4323DF7G,03/14/2012,"Cleaned blower wheel $35.00
Bob",06/04/17,06/04/17
15390,5470,731,,03/14/2012,"Service A/C $90.00
Bob",06/04/17,06/04/17
15391,10156,731,,03/14/2012,"Filter $45.00
Bob",06/04/17,06/04/17
15392,12973,3837,,03/20/2012,"No A/C $115.00
Replaced capacitor with turbo 200 $80.00
Bob/Jon",06/04/17,06/04/17
15393,11798,816,With dig. Humidistat,03/16/2012,"Replacement of steam cannister $122.00
Scott",06/04/17,06/04/17
15394,9972,4412,1607980,03/16/2012,"Service Furnace $90.00
Bob/Jon",06/04/17,06/04/17
15395,11214,4412,101439042,03/16/2012,"Service A/C $65.00
Bob/Jon",06/04/17,06/04/17
15396,12977,5552,TC7569859946,01/26/2012,"Service oil furnace.
Measure for duct changes.
$120.00
Paul",06/04/17,06/04/17
15397,10589,3527,5802E27333,03/22/2012,"No A/C Breaker off serviced A/C $115.00
Abob",06/04/17,06/04/17
15398,11546,3527,401,03/22/2012,"Filter $50.00
Bob",06/04/17,06/04/17
15399,7109,3171,S3B9508-06735,03/23/2012,"Service A/C $90.00
Bob",06/04/17,06/04/17
15400,7110,3171,,03/23/2012,"Service A/C $65.00
Bob",06/04/17,06/04/17
15401,7111,3171,,03/23/2012,"Service A\C $65.00
Replace refrigerant line insulation $15.00
Bob",06/04/17,06/04/17
15402,12975,5551,1509020004,03/22/2012,"No A/C nothing working Air handler with external contactor control not getting 24v Thermostat bad. Replaced thermostat $95.00
3hr labor $295.00
Bob",06/04/17,06/04/17
15403,11102,4561,,03/23/2012,"Serviced A/C $90.00
Scott",06/04/17,06/04/17
15404,10282,4561,413,03/23/2012,"Filter $50.00 Coupon -$5.00
Scott",06/04/17,06/04/17
15405,9730,4347,501726889,03/21/2012,"Service A/C
Bob/Jon",06/04/17,06/04/17
15406,7130,3330,1394E06603,03/23/2012,"No A/C not blowing cold Compresser not running bad capacitor and burnt wires $115.00
Capacitor turbo 200 $85.00
Bob",06/04/17,06/04/17
15407,9704,4344,5088E17479,03/21/2012,"A/C won't come on. Low pressure switch open to low to add refrigerant unit over 20 yrs old $115.00
Bob/Jon",06/04/17,06/04/17
15409,12000,5257,H12267109,03/21/2012,"No A/C Refrigerant charge low $137.50
Added 1.25 LBS R-22 $62.50
Put leak sealer into system $95.00
Bob/Jon",06/04/17,06/04/17
15411,12962,1519,0112A78336,03/14/2012,"Cooling system not functioning found indoor motor on unico air handler to have failed 
Scott",06/04/17,06/04/17
15412,12962,1519,0112A78336,03/15/2012,"Replaced blower motor  $420.91
Serviced cooling system $295.00
Bob/Paul",06/04/17,06/04/17
15413,276,111,R164KH52G,03/27/2012,"Service Furnace $90.00
Bob/Jon",06/04/17,06/04/17
15414,5646,2680,,03/27/2012,"No heat $115.00
Replaced motor $132.00
Replaced capacitor $7.00
Bob/Jon",06/04/17,06/04/17
15415,12990,5554,,03/23/2012,"Replace fan relay for the A/C $95.00
Labor $210.80
Paul/Scott",06/04/17,06/04/17
15416,12107,4702,,03/26/2012,"A/C not cooling Add 1lb 4oz
of R-22
Add leak sealant $100.00
labor $115.00
Scott",06/04/17,06/04/17
15417,12995,5556,NY-8913,03/29/2012,"No heat $115.00
Replace Gas valve $198.00
Bob",06/04/17,06/04/17
15418,5001,2319,3224W807G,03/14/2012,"Replace gas valve 10 years parts and labor
Bob",06/04/17,06/04/17
15419,12996,5557,A23257FLA,03/30/2012,"Service oil furnace $105.00
Replace oil filter and nozzle $15.00
Bob",06/04/17,06/04/17
15420,4011,1695,32311774F,03/22/2012,"Not cooling properly $90.00
Added 1/2 lb of R-22 $25.00
Scott/Jon",06/04/17,06/04/17
15421,9730,4347,501726889,03/30/2012,"Replaced electrical disconnect box $110.00
Bob",06/04/17,06/04/17
15422,13001,5559,,03/28/2012,"Heat pump failed to turn on
Replaced thermostat with Aprilaire 8600 digital heat pump thermostat $480.00
Scott",06/04/17,06/04/17
15423,5758,2731,F18290444,03/28/2012,"Heat pump problem line freezing up
Compressor always running
Contactor stuck replaced $22.00 Service call 1 1/2 hrs $160.00
Bob",06/04/17,06/04/17
15424,13002,404,,03/14/2012,"Service to waste oil furnace $105.00
Scott",06/04/17,06/04/17
15425,1091,453,M404W241G,03/28/2012,"Serviced furance $90.00
Bob",06/04/17,06/04/17
15427,12645,5453,5895L 20594,12/16/2011,"Furnace shutting off Limit sometimes sticked on. Replaced main control board No Charge
Scott",06/04/17,06/04/17
15428,12645,5453,5895L 20594,12/30/2011,"Same issue as before High limit control to be malfunctioning replaced control $52.75
Service $130.00
Paul",06/04/17,06/04/17
15429,12971,1493,409129337,03/28/2012,"Pressure switch was sticking
Replaced $91.75
Service call $90.00
Bob",06/04/17,06/04/17
15430,10839,3540,,03/30/2012,"Furnace making noise and has smell. Not happening while there. Cleaned and checked $115.00
Bob",06/04/17,06/04/17
15431,7701,3524,424-94,03/29/2012,"No heat. Limit switches tripped $115.00
Bob",06/04/17,06/04/17
15432,12978,5257,4024AEG7G,03/26/2012,"Serviced furnace $90.00
Bob",06/04/17,06/04/17
15433,13004,5257,,03/26/2012,"Service furnace $65.00
Bob",06/04/17,06/04/17
15434,7918,1470,,04/03/2012,"Filter $45.00
In Shop",06/04/17,06/04/17
15435,8699,3954,,04/03/2012,"No heat service call 2 hrs.
Replaced thermocouple $15.00
Replaced gas valve $198.00
Bob/Jon",06/04/17,06/04/17
15436,13005,5560,,03/09/2012,"Purchased Ignitor $70.00
In Shop",06/04/17,06/04/17
15437,12469,5372,,03/02/2012,"Filter $50.00
Coupon $5.00 Off
In Shop",06/04/17,06/04/17
15438,11834,5199,,02/29/2012,"Filter $45.00
In Shop",06/04/17,06/04/17
15439,11817,5191,With digital humidistat,03/09/2012,"#35 waterpanel  2-@$15.00ea
Total $30.00
In Shop",06/04/17,06/04/17
15440,495,199,M472H4B7G,02/27/2012,"Service furnace
Service Call $150.00
Replaced pressure switch
Paul/Bob",06/04/17,06/04/17
15441,13006,199,,02/27/2012,"Water Panel $17.00
Bob/Paul",06/04/17,06/04/17
15442,10836,4770,15091,02/16/2012,Check noiset in boiler. Oil pump motor $32.50,06/04/17,06/04/17
15443,1377,565,DP540,03/20/2012,"2 Filters $90.00
$5.00 Coupon
In Shop",06/04/17,06/04/17
15444,11653,1002,0,03/13/2012,"Filter $45.00
In Shop",06/04/17,06/04/17
15445,11894,5109,X071180307,04/04/2012,"Replaced compressor due to it being shorted out.  Installed new filter drier.  Added 7.4 oz R22.
$961.00
Scott/Jon",06/04/17,06/04/17
15446,11863,5156,501,04/09/2012,"Filter 501
$50.00
In Shop
Replaced ionizing wire under warranty.",06/04/17,06/04/17
